dialogue,classification,translation
mosir kor huci ka a= kocaranke *a ...,ainu,I argued with the Fire Goddess.
a= kor huci ne yakka etuhu karkar kor ipe oka an.,ainu,and grandmother scratched below her nose while finishing her meal.
"ek wa hotke yakun,",ainu,"When she came back, she lied down."
kunne tere wa okay akusu sirkunne akusu,ainu,"they were waiting for nightfall, then it grew dark."
a= onautari nu hawe ka isam.,ainu,my parents wouldn’t listen.
"a= kor huci a= kor ekasi uyna wa ne kuni a= ramu kusu,",ainu,so I figured that grandfather and grandmother must had taken it.
ika nep ka siknu wa oka wa sekor yaynu pa wa arki pa hawe ne katu anak ene an h_i.,ainu,This is what it is like when it is said that they come thinking if anyone is still alive.
cip or a= omare wa orowa,ainu,took her on board the boat. Then
"ruwe ne hine oraun iteki iramante =an no nani iwak =an kunak a= ona ye p ne kus,",ainu,"Then, I didn’t go hunting at all, and quickly returned, since my father had said so."
"oripak tura a= pita ... apa a= maka wa ahun =an wa suke =an wa ipe =an ruwe ne kus_,",ainu,"Timidly, I opened the door, made some food and ate it, so"
"ruwe ne korka,",ainu,"Meanwhile,"
V tan ukuran sine ancikar,ainu,"Tonight, only once"
"e= yupihi ka *wa... retar pone takup,",ainu,"Your brother is a pile of bones (together with your mother),"
"“ape huci kamuy, katkemat,",ainu,"“Grandma Fire Goddess, married woman,"
"sorekusu, ""a= kor son,",ainu,"""Son,"
"sineanta a= kor ekasi utar ekimne hine ora,",ainu,One day grandfather and grandmother went to the mountains but
"poniwne p a= ne p,",ainu,the younger brother.
tokap an kor a= yupi etoko a= oyki.,ainu,"During the day, I did housework for my brother."
"a= oyamokte kor kotanopes =an h_ine,",ainu,"Thinking something was strange, I headed toward the bottom of the village"
"a= uni ta arki =an ruwe ne h_ine ora,",ainu,we returned to my home.
ne rapokkehe ponno sikrapparappa =an h_e ki akusu,ainu,Then I just blinked my eyes
`iteki a= esina no a= ye yak pirka.,ainu,‘You must tell everything without hiding [things].
nep nep e= kor pon_ seta ni ka un e= hemesure,ainu,"Doing this and that, your dog made you climb up the tree."
"cise tumam or peka ki kor oka =an ruwe ne a p,",ainu,and stuck them on the walls of the house.
"samam ni corpok a= omare ruwe ne a p,",ainu,hid her body under a fallen tree.
"sorekusu i= kosunke wa somo neno an no arpa a yakun,",ainu,if you hadn’t tricked me and left like that
"a= matnepo ne yakka pirka katu neno an wa,",ainu,"if my daughter was still her beautiful self,"
"e= tura wa e= nukare wa e= hosipi e= etoko un,",ainu,"you take him to and show him, and before you return,"
sumawne =an V ki p ne korka V,ainu,"I died and [so] it was, but"
kusu a= kor huci itak a itak a.,ainu,my grandmother talked and talked.
"ora konto kotan pa un kur oro ta sorekusu a= tasiro a= etamtarara horipi =an kor,",ainu,I went to the person (younger brother) who lived above the village. I danced and marched while wielding a long sword.
opitta cise ...,ainu,"All, the house …"
sorekusu a= saha a= pirkakor kor ki. ora,ainu,"I took special care of older sister, but that is what happened."
"a= saha osisoun cis kor an ruwe ne kusu,",ainu,my older sister was sitting at the right side crying.
"ni ne yakka, poronno a= uekarire hine ora,",ainu,She also gathered a lot of wood.
"wenkurkoturse =an kus.""",ainu,"Poverty is contagious,"""
"hempara hempara sikopayeoka kor ki ayne,",ainu,"Going back and forth, finally"
V sekor itak =an kor,ainu,"While saying this,"
“ne cep anakne,ainu,“That fish
V u sineanto,ainu,One day
"sukup kur anak nen ne yakka uehosi ka somo ne yakka,",ainu,"It is true that we are both adults [of marrying age], but"
sorekus pakno nispa isam nispa a= kor son ne wa,ainu,and live richer than anyone.
"*yayka ... yaynankapirpa hine ora,",ainu,and wiped her face.
sinep poka asinuma ka a= rayke rusuy.,ainu,"I felt that I wanted to kill at least one person,"
"ne wa an pe e= ekirus wa,",ainu,"Then, you became healthy."
"ora nupuri kor kamuy oripak kamuy kamuy a= ona eun asuru arpare wa,",ainu,"then the bear kamui informed the kamui father of the epidemic kamui,"
sorekusu ora easir a= yuputari ka pokor. a= saha ka pokor wa oka =an ruwe ne.,ainu,older brothers were blessed with children. Older sister also had a child.
enune ki na,ainu,And that is how it is.
"pis peka arki pa hine, oka =an a,",ainu,They came to the beach to where we live.
"esoyne a= osura wa an na, V",ainu,thrown away outside.
"cis a cis a kor an ayne hopuni hine,",ainu,"She was crying, but after a while she stood up"
emus ani sorekusu a= yupi utar kewehomsu. ukewehomsu pa.,ainu,"my brothers, holding swords, held a rite to celebrate everyone’s safety."
V putaha mesu,ainu,And opened the lid
"oraun ek =an akus upas ka ta nep ne kusu seta ru sitcininanina h_ine,",ainu,"When I returned home, for some reason there were many dog footprints on the snow."
"sirpirka hine soyne =an akus_,",ainu,"I went out when the weather was good, but"
sekor kane a= kor huci hawean.,ainu,"She said these and other things, too."
"asinuma anak cise or_ ta an, nepki a= ki kor",ainu,I was staying at home and working. And
suy yayeynonnoitak =an wa,ainu,"Again I prayed for myself [for the success of the hunting],"
kemeyki ne yakka toyta ne yakka epakasnu,ainu,taught them needlework and farming.
a= aca oro ta sap =an ruwe ne.,ainu,and went down the river to uncle’s house.
tane sironuman kusu,ainu,as it had already grown dark
"korka asinuma ka tane onne =an wa,",ainu,"I am old now, however,"
hosipi =an w_a,ainu,went back.
"*tu … ani a= e= resu kor oka =an ruwe ne kusu,",ainu,and fed to you with that. And that's how we led our lives so
"sekor yaynu =an w_a,",ainu,I thought.
a= eyaykopuntek ka ki kor,ainu,I was glad about [it]. And
okay noyne siran korka,ainu,"appeared, but"
"use utar sorekus ki,",ainu,"bring the regular folk (not the elders),"
V u <y> oykauyru,ainu,Overlapped
"sekor kane hawas ruwe ne yak a= ye hine, orano konto,",ainu,"they said. So,"
"""ayay ciresu kusu ne kusu,",ainu,"""A baby will grown on its own, so"
V a= sokar hoku,ainu,My precious husband
"orano kemeyki patek a= ki p ne kus_ askay =an pe ne p,",ainu,"Since I sewed all the time, I got very good at it."
"mippo kar pe ka a= e pakno siknu =an pa korka,",ainu,"We lived long enough to eat food that my grandchildren had prepared, but"
V e ka somo ki,ainu,Wouldn’t eat.
"kuneywa, hopuni =an w_a",ainu,In the morning I got up.
"sekor wentarap =an h_i,",ainu,I dreamed.
a= ahunke ciki he pirka,ainu,Shall I let him in
"a= yuputari kotan kor utar a= otuwaspa utar a= yuputari siren h_ine,",ainu,The brothers had asked the villagers who were reliable to accompany them.
"arpa =an h_ine cise soy ta wenkur inkar a= esikkankari kor an =an akusu,",ainu,I went and looked like a poor man outside the house and looked around.
"pirka p poronno an,",ainu,many good things.
"ora ""ika nen ka aynuhunara =an ciki aynu a= pa wa""",ainu,"""I must go look for and find someone,"""
"sukup hontom ta a= uk wa kamuy or_ ta a= kor pe ne kus,",ainu,I will snatch her in the middle of her life and make her my wife in the Kamui world.
e= macihi ekasnukar nankor.,ainu,She will watch over your wife with that.
ora *inka ...,ainu,"and then, when I looked"
ne i= ka opiwki horkew kamuy utar anakne,ainu,"However, the wolves that came to help me [were killed]"
"ray =an yakka pirka korka iperusuy =an wa ipekoyaywennukar =an wa kusu,",ainu,"""I do not care if I die, but this is the reason I was hungry and didn’t have anything to eat, so"
"ora ""aynu opitta a= ronnu yakka yayapasakka a= ki p ne kusu",ainu,"""Even if all the villagers are killed, we will have no relatives, so"
nen ne yakka kocaranke wa,ainu,[He] quarrels with everyone.
"Cenpak ... Kuttarusi wa a= tura a= macihi turano an pe ne kus,",ainu,"Since she lived with the wife I brought from Kuttarusi,"
"ne wa an hat cise or wa,",ainu,and from the grape shed
somo yayramekotpa hike yayramekotpa ora.,ainu,and those who were not married got married.
siporo cise or_ ta ineapta nispa an usi ne wa siran y_a ka a= eramiskari.,ainu,(We were in) a very large house which seemed to belong to a very rich man.
"ora a= sautarihi ka asinuma ka ne a= turesihi ka ta apkas enitan pe ne kusu,",ainu,"Older sisters, myself and even younger sister were all fast on our feet, so"
"sine apa ne, sine utar_ ne ukar =an kor oka =an ayne",ainu,We lived together as relatives and as a tribe.
orano okake ta cis =an kor orano an =an.,ainu,Then I lived crying [each day].
“ene a= kar hi ka a= erampewtek pe ne kusu,ainu,"“I didn’t know what to do in this way, so"
"ora a= ukoonkami kor sorekusu okkaypo nispa i= erampokiwen wa,",ainu,"We greeted each other, the youngster took pity on me."
"a= onaha kor wa okay pe a= yupihi tun a= ne p ne kusu a= ukousaraye wa,",ainu,And since there were only my brother and myself we split father’s assets.
sekor yaynu =an kor arpa =an ayne,ainu,I thought. I went and finally
"a= sike a= kar h_ine iwak =an hine an =an ruwe ne orano,",ainu,"I gathered my things to return home,"
"ene oka wen sampe kor pa p okake ta nen ka oka yakka wen kusu,",ainu,"Nobody should live in a place where people with such bad hearts once lived, so"
a= macihi somo (ne).,ainu,"I thought it was my wife, but it wasn’t."
"orano a= resu pon a= poho ne wa kusu,",ainu,And there I raised my youngest son.
"orowa a= se wa san =an.""",ainu,"and carried it back,"""
ne kur a= ramu kur a= ruska kor,ainu,"I was angry with that man, the man [the village chief] I was thinking about."
V1 V2 u tokap hene,ainu,during the days
a= ekasihi upsor a= oahun w_a,ainu,I huddled in the bosom of my grandfather and
"""tapne kane ne ruwe ne wa yaykewkor =an kaspa hene ki ka somo ki korka,",ainu,"""For this and this reason, it’s not like I had a very frightening experience, but"
sake ... iyuta pa [SHITARI] iki pa sake pirka.,ainu,They pounded grain [to make dumplings]. The rice wine was deliciously made.
"a= rayke pa, hoski no unuhu ne ya ona ne ya ki pa.",ainu,"I killed the mother and father first,"
yayeasirkar yakka pirka.,ainu,So it was all right for him to remarry.
"ikoytupa pa kor okay pe ne kuni a= ramu hine,",ainu,I thought they were having a deprived life.
"nep a= e rusuy nep a= kor_ rusuy ka somo ki no okay =an w_a,",ainu,"There was nothing more we’d want to eat or have, [so well] we lived."
"ora kuca sapte pa hine,",ainu,"They took down the hunting cabin,"
sekor hawean kor,ainu,He said this.
"yak okake ene iki pa h_i ne kus_,",ainu,"After that, since they did that to us,"
"a= kor Osorkot wa a= tura a a= macihi poromat ne a= kor orano,",ainu,"I kept my wife from Osorkot as my first wife, and"
"konto a= hekote nispa nep ka wen kamuy kononnoytak wa ne noyne,",ainu,My husband was under the spell of a bad Kamui.
"wa kor okay =an w_a,",ainu,And so we lived.
"rupnemat ka an ruwe a= nukar kor an =an, wa",ainu,I saw that there was an elderly woman.
"tantane pon poro =an nennen ruwe ne a p,",ainu,and grew up.
"ipe =an a ipe =an a orano oka =an ruwe ne wa,",ainu,"I ate until I was full, and spent some time here."
sekor haweas ruwe ne hine ora hosipi =an.,ainu,I heard him say before I left.
konto pon a= yupi sine ancikar ene hawean h_i.,ainu,"Then, one day, my brother said,"
an =an ruwe earkinne i= eramutuy hine,ainu,He saw me and was very surprised.
"hotke wa patek an w_a,",ainu,he was only lying in bed.
"iwan pa ek akusu, sonno poka,",ainu,"When six years had passed, indeed"
V utarehoski,ainu,they all came running.
"poro hure seta i= ekari arpa,",ainu,a large red dog came at me.
akusu “nisatta a= e= sir'epakasnu kusu ne na,ainu,Then “Tomorrow I’ll show you the way [to the place of the evil village chief].
"cip sikno a= rura hine,",ainu,"We filled the boat up with goods,"
katkemat hokuhu oro ta arpa wa,ainu,Then the housewife [the young woman’s mother] went to her husband and
sinep ka isam no,ainu,[down] to the last person.
"cise or_ ta ka a= racitkere ne kusu,",ainu,"I hung [it] in the house, so"
“cise soy pakno ek kur anakne,ainu,"“As to the man who came to the gateway of the house,"
mippo a= nukare kus oro ta paye =an h_i orano,ainu,When we went to show the grandchildren
"""kamuy opitta a= onaha sorekus tapne ne hi nu h_i oraun,",ainu,"""If all of the Kamui hear what happened to my father,"
"ene ""wenkur okkaypo"" sekor a= i= ye p ne a korka,",ainu,"Once they called me a “young poor man”,"
tane kamuy tono ka a= pirkakuronnere.,ainu,the big lord died and left this world.
sekor yaynu =an w_a,ainu,"thinking [so],"
rewsi =an usi ta suy arki =an akusu,ainu,We came again to the place where we had spent a night.
"katkemat'utar a= erampokiwen korka,",ainu,"I felt sorry for the women, but"
rapokke ape homar kor,ainu,"When the hearth’s fire died down,"
kamiyasi ka ray wa an,ainu,The monster died [and] (lit. ‘was dead’)
asinuma ka i= nukar h_i kusu,ainu,and then looked at me.
"poro wa, poro wa orowa",ainu,became big. He became an adult and then
"cis =an kor ki ora,",ainu,"I was crying,"
"tane onne =an siri ene an h_i ne kusu,",ainu,"But I am now old,"
asinuma anak pokoinne =an.,ainu,"However, I was blessed with children."
i= ka osike. kamuy patek kasi osike ru somo ne.,ainu,He brought us gifts. He didn’t bring gifts just for the Kamui.
menoko kar pe ani sake a= kar wa sorekus sake ...,ainu,"we would make sake from [cereals] the woman has grown,"
"ora, nispa a= ne pirka =an sekor hawoka kor",ainu,"However, if we tell anyone that we have found wealth and happiness,"
"orano arpa =an ayne si poro nay an h_ine,",ainu,"When I went up the river, I came to a very large stream,"
ora suy kotan kor utar a= yuputari tura.,ainu,Brothers took the villagers again.
"konto a= utari utar a= eoripak h_i ka kusu,",ainu,"Out of consideration for the villagers, I stayed quiet."
orano a= kor ekasi anak aoypepi sirka ta anu wa,ainu,Grandfather put the dish down on the ground
"i= eoripak etakaspare ki pa kor oka =an ayne,",ainu,"He did that out of great respect to me, and in time,"
V1 nusa or unno,ainu,"[and went] to the outside altar,"
"""yakun kese a= anpa p ne."" sekor haweoka.",ainu,"""Then, let’s go find them,"" everyone said."
nep a= sitoma ka nep a= kor_ rusuy ka somo ki.,ainu,there was no fear and no inconvenience.
"a= e= kousaraye kusu ne kus.""",ainu,and share them with you.”
"orowano konto sisam puri an wa sorekusu sisam puri an wa,",ainu,"After that, the Wajin’s traditions were performed,"
"""ekimne =an akusu iwor or_ ta sorekusu suwop,",ainu,"""When I went to the mountains, there was a box at the hunting field."
a= ekasi an w_a,ainu,There lived my grandfather.
V3 “u nupan kamuy,ainu,“[Am I] a god of no importance?
"nep ka moto an wa ne hawe ne nankor kusu ki.""",ainu,"You must have had a reason."""
"hokure itak,",ainu,Say quickly!
"a= saha a= kemnu p ne kus_,",ainu,"But I felt sorry for older sister,"
"orano ipe anak i= ka osike wa san pe ne kusu,",ainu,"The bear Kamui often brought me food,"
sine utar_ ne sine apa ne ukar =an pe ne yak a= ye sekor.,ainu,and it was said that we became one family who were relatives.
"“aeyayramekotep oka wa ani a= kor son a= epakasnu yakun,",ainu,"“If only we had tools, we could teach our son."
teeta kane a= poutari topattumi.,ainu,"Long ago, my sons went for a Topattumi-night raid."
iruska h_aw ani ene hawean h_i.,ainu,said this in an angry voice.
katkemat ne ya menoko ne ya uekarpa.,ainu,Wives and daughters gathered
