dialogue,classification,translation
Wyt ti'n hoffi siocled?,welsh,Do you like chocolate?
Dw i'n darllen ei lyfrau e.,welsh,I'm reading his books.
Dw i'n darllen ei llyfrau hi.,welsh,I'm reading her books.
Dan ni ddim yn yfed llaeth.,welsh,We don't drink milk.
Dan ni'n gwneud hyn bob dydd Llun.,welsh,We do this every Monday.
Mae Tom yn ifanc eto.,welsh,Tom is still young.
Ble maen nhw?,welsh,Where are they?
Ble mae dy gadair di?,welsh,Where is your chair?
Gwnaeth o brynu het.,welsh,He bought a hat.
Pryni di'r llyfr heddiw.,welsh,You will buy the book today.
Dydy Vera ddim yn gallu cysgu.,welsh,Vera can't sleep.
Mi wnes i brynu llefrith yn yr archfarchnad heddiw.,welsh,I bought milk at the supermarket today.
Mae'r llyfr hwn yn Saesneg.,welsh,This book is in English.
Dw i'n aros i'r golau newid.,welsh,I'm waiting for the light to change.
Dw i'n caru fy swydd.,welsh,I love my job.
Mae gan yr actores enw hardd iawn.,welsh,The actress has a very beautiful name.
Wyt ti'n mwynhau dy swydd?,welsh,Do you enjoy your job?
Nid oes tân heb fwg.,welsh,There's no fire without smoke.
Dwyt ti ddim yn gallu ennill arian heb weithio.,welsh,You can't earn money without working.
Dw i'n hoffi ei gath o.,welsh,I like his cat.
Dw i'n hoffi ei chath hi.,welsh,I like her cat.
Mae astudio iaith dramor yn anodd.,welsh,Studying a foreign language is hard.
"Diolch, Yukina.",welsh,"Thanks, Yukina."
Ydych chi'n hoffi gyrru?,welsh,Do you like to drive?
Wyt ti'n hoffi gyrru?,welsh,Do you like to drive?
Dw i'n hoffi hwn.,welsh,I like this.
Mae'r tywydd yn oer.,welsh,The weather is cold.
Mae'r bachgen yn prynu ci.,welsh,The boy is buying a dog.
Mae hi eisiau dawnsio.,welsh,She wants to dance.
Mae gen i gi mawr.,welsh,I have a big dog.
Dw i methu nofio.,welsh,I can't swim.
Mae'r te yn rhy oer.,welsh,The tea is too cold.
Pam wnest ti ysgrifennu'r llyfr hwn?,welsh,Why did you write this book?
Pam wnaeth hi ysgrifennu'r llyfr hwn?,welsh,Why did she write this book?
Meddyg yw ei fab.,welsh,His son is a doctor.
Meddyg yw ei mab.,welsh,Her son is a doctor.
Mae gynnon ni ddwy gath ddu.,welsh,We have two black cats.
Pam nid oes gan Tom gariad?,welsh,Why doesn't Tom have a girlfriend?
Efallai bod chi’n iawn.,welsh,You may be right.
Efallai fod ti’n iawn.,welsh,You may be right.
Does dim moddion yn erbyn twpdra.,welsh,There's no cure for stupidity.
Mae hi'n rhy hwyr.,welsh,It's too late.
Mae hi'n rhy hwyr.,welsh,It is too late.
Dw i ar goll.,welsh,I'm lost.
Ble mae'r ysbyty?,welsh,Where is the hospital?
Ble mae'r ysbyty?,welsh,Where's the hospital?
Ble mae'r menyn?,welsh,Where is the butter?
Dw i'n hoffi plant.,welsh,I like kids.
Dw i'n hoffi gweithio.,welsh,I like working.
Mae hi'n heulog.,welsh,It's sunny.
Dyweda rhywbeth!,welsh,Say something!
Mae'n rhaid i mi redeg.,welsh,I have to run.
Mae'n rhaid i mi redeg.,welsh,I've got to run.
Mae'n rhaid i mi redeg.,welsh,I must run.
Mae'n well gen i Saesneg.,welsh,I prefer English.
Dw i'n hoffi gwrando ar gerddoriaeth glasurol.,welsh,I like to listen to classical music.
Dydyn nhw ddim yn dod.,welsh,They are not coming.
Dydyn nhw ddim yn dod.,welsh,They're not coming.
Dw i jyst ddim yn dy hoffi di.,welsh,I just don't like you.
Ai dyma’r ffordd iawn i’r amgueddfa?,welsh,Is this the right way to the museum?
Cath ydy honno?,welsh,Is that a cat?
Mae Tom a fi wedi bod yn ffrindiau am flynyddoedd.,welsh,Tom and I have been friends for years.
Arhoswch gyda ni.,welsh,Stay with us.
Eto?,welsh,Again?
Mae'n wyth o'r gloch.,welsh,It's eight o'clock.
Mae’n boeth.,welsh,It's hot.
Ydych chi'n hoffi'r ddinas hon?,welsh,Do you like this city?
Pryd dechreuwch chi?,welsh,When will you start?
Pryd dechreuwch chi?,welsh,When will you begin?
Wyt ti’n hoffi caws?,welsh,Do you like cheese?
Ydych chi erioed wedi canu mewn Ffrangeg?,welsh,Have you ever sung in French?
Dw i ddim yn gwybod beth wnaeth Tom gyda hi.,welsh,I don't know what Tom did with it.
Mae o wastad yn bwyta wyau heb halen a phupur.,welsh,He always eats eggs without salt and pepper.
Mae hi'n brydferth.,welsh,She is beautiful.
Dydy hi ddim yn mynd i ddigwydd i Tom.,welsh,It's not going to happen to Tom.
Dw i'n bwyta afalau'n aml.,welsh,I often eat apples.
Mae gan Barbie wallt melyn a llygaid glas.,welsh,Barbie has blond hair and blue eyes.
Mae hi eisiau bod yn arwres.,welsh,She wants to be a heroine.
Des i allan o'r tacsi.,welsh,I got out of the taxi.
Ga' i fynd adref?,welsh,May I go home?
Dydw i ddim eisiau brechdanau.,welsh,I don't want any sandwiches.
Beth wyt ti'n 'neud heddiw?,welsh,What are you doing today?
Pwy sy' bia'r bwyd yma?,welsh,Whose food is this?
Ble mae'r safle bws?,welsh,Where is the bus stop?
Nid yw fy nghydwybod yn lân.,welsh,My conscience is not clean.
Es i i Lundain.,welsh,I went to London.
Aethon ni i Lundain.,welsh,We went to London.
Lle rhoddaist dy agoriad?,welsh,Where did you put your key?
Beth newidiodd ei meddwl?,welsh,What changed her mind?
Rhaid i ni stopio.,welsh,We have to stop.
Mae morfilod yn famaliaid.,welsh,Whales are mammals.
Dwi ddim yn gwybod.,welsh,I don't know.
Roedd gen' i gath.,welsh,I had a cat.
Mae Tom yn astudio.,welsh,Tom is studying.
Ble mae'i dŷ?,welsh,Where is his house?
'Rwyf tu ôl iddo.,welsh,I'm behind him.
Nid oes cwrw yma.,welsh,There's no beer here.
Ble mae'i thŷ?,welsh,Where is her house?
Ai ti brynith y bwyd?,welsh,Is it you who'll buy the food?
Beth wyt ti'n wneud?,welsh,What are you doing?
Mae ganddyn nhw ddwy ferch.,welsh,They have two daughters.
A siaredir Saesneg yng Nghanada?,welsh,Is English spoken in Canada?
Dw i'n dechrau yfory.,welsh,I begin tomorrow.
Mae Tom yn fy mhrofi i.,welsh,Tom is testing me.
Mae fy ngŵr yn ddyn da.,welsh,My husband is a good man.
Does gen' i ddim tocyn eto.,welsh,I don't have a ticket yet.
Mae Brwsel yn brifddinas Gwlad Belg.,welsh,Brussels is the capital of Belgium.
Mae o'n gwneud rhywbeth yno.,welsh,He's doing something there.
Mae o'n gwneud rhywbeth yno.,welsh,He does something there.
Ydw i'n ffrind i ti?,welsh,Am I your friend?
Mae enw’r ferch yn f’atgoffa o’m dyddiau hapus yn yr ysgol.,welsh,The girl's name reminds me of my happy school days.
Dw i'n dod o Dwrci.,welsh,I'm from Turkey.
Mae dwy gath gen' i.,welsh,I have two cats.
Heddiw ddaethon nhw?,welsh,Did they come today?
Cer i helpu dy fam.,welsh,Go help your mother.
Dw i wedi bod i'r UDA ddwywaith.,welsh,I have been to the U.S. twice.
Cadwch nhw.,welsh,Keep them.
Doedd Tom ddim yn gwybod bod bleiddiau yn yr ardal.,welsh,Tom didn't know that there were wolves in the area.
Penderfynom beidio â gwneud hynny.,welsh,We decided not to do that.
Mae Tom yn gyfrifol am y ddamwain hon.,welsh,Tom is responsible for this accident.
Hoffwn wybod beth yw hi.,welsh,I'd like to know what it is.
Cawsom wared o'r llygod yn ei dŷ.,welsh,We got rid of the mice in his house.
Mae gennym ddigon o ddŵr.,welsh,We have enough water.
Pa mor flinedig wyt ti?,welsh,How tired are you?
'Roedd hi'n goch fel tomato.,welsh,She was red like a tomato.
Mae Tom yn gwybod lle ydw i.,welsh,Tom knows where I am.
Dw i'n eitha' styfnig.,welsh,I'm pretty stubborn.
Dw i'n eitha' styfnig.,welsh,I'm quite stubborn.
Bydd yn digwydd yn fuan.,welsh,It'll happen soon.
"Naddo, dydy o ddim wedi dweud dim amdano.",welsh,"No, he hasn't said anything about it."
Byddant yn goroesi.,welsh,They will survive.
O le 'dych chi'n dod?,welsh,Where are you from?
Mae gan Tom ddwylo mawrion.,welsh,Tom has large hands.
Neb ond Tom wnaeth hynny.,welsh,No one but Tom did that.
Gyda phwy wyt ti'n chwarae tenis?,welsh,Who do you play tennis with?
Dydw i ddim yn dwpsyn!,welsh,I'm not an idiot!
Dw i’n dysgu Cymraeg.,welsh,I'm learning Welsh.
Mae hi'n edrych arnom.,welsh,She's looking at us.
Dydw i ddim yn cysgu.,welsh,I'm not sleeping.
Faint ydy dy oed di?,welsh,How old are you?
Dwi’n byw ym Melffast.,welsh,I live in Belfast.
Dyma fy nghyfrifiadur.,welsh,This is my computer.
Dwi’n hapus.,welsh,I'm happy.
Mae'n rhaid i mi brynu blodau i'm cariad.,welsh,I have to buy flowers for my girlfriend.
Prynais gar yn Neri ddoe.,welsh,I bought a car in Derry yesterday.
Dydi hi ddim yn dda i orfwyta.,welsh,It isn't good to overeat.
Ac 'nawr?,welsh,And now?
"Gan fod yn bwrw glaw, arhosais adref.",welsh,"Since it was raining, I stayed home."
Mae’r dŵr yn lân.,welsh,The water is clean.
Mae’r dŵr yn lân.,welsh,The water's clean.
Mae o’n byw yn Lloegr.,welsh,He lives in England.
Am ferch ddel!,welsh,What a pretty girl!
Dw i’n gyrru.,welsh,I'm driving.
Dydyn nhw ddim yn siŵr eu bod nhw'n barod.,welsh,They aren't sure they're ready.
Dydyn nhw ddim yn siŵr eu bod nhw'n barod.,welsh,They're not sure they're ready.
Dydyn nhw ddim yn siŵr eu bod nhw'n barod.,welsh,They're not sure that they're ready.
Mae dyn wrth y drws sy' eisiau siarad efo ti.,welsh,There's a man at the door who wants to talk to you.
Mae dyn wrth y drws sy' eisiau siarad efo ti.,welsh,There's a man at the door who wants to speak with you.
Dydy hi ddim yn rhy anodd i ddysgu Ffrangeg.,welsh,It isn't too difficult to learn French.
Bydd o'n ysgrifennu llythyr.,welsh,He will be writing a letter.
Hoffwn i fyw yn Efrog Newydd.,welsh,I'd like to live in New York.
Gwelaf dy gath yn yr ardd.,welsh,I see your cat in the garden.
Dw i ddim yn siŵr bod Tom yn hoffi hynny.,welsh,I'm not sure that Tom likes that.
"Ni ddywedaist ddim wrth Tom, naddo?",welsh,"You didn't tell Tom anything, did you?"
Pam wyt ti eisiau gadael?,welsh,Why do you want to leave?
Mae dy chwaer di'n cysgu.,welsh,Your sister's sleeping.
Mae Tom yn cefnogi Abertawe.,welsh,Tom supports Swansea.
Tom yn cefnogi Abertawe.,welsh,Tom supports Swansea.
Roedd y cyrri’n flasus iawn.,welsh,"It was proper lush, that curry."
Roedd y cyrri’n flasus dros ben.,welsh,"It was proper lush, that curry."
"Ar 24 Awst, mae Wcráin yn dathlu ei hannibyniaeth.",welsh,"On August 24, Ukraine celebrates its independence."
