dialogue,classification,translation
Nga hap ban pynthiah ia ki khun.,khasi,I need to put the children to bed.
Nga hap ban pynïohthiah ia ki khun.,khasi,I need to put the children to bed.
Nga tip ba u Tom u dei nong Canada.,khasi,I know that Tom is a Canadian citizen.
U Tom bad ka Mary kin nym lah re ban leh ia kato.,khasi,Tom and Mary aren't going to be able to do that.
Ngi lah leh bniah bha.,khasi,We were pretty thorough.
Nga sngewsarong shibun ïa la ki jong ki khynnah.,khasi,I'm very proud of our students.
Ka Mary ka sngew ba ka biang ban tem guitar.,khasi,Mary thinks she's pretty good at guitar.
Phi tip kino-kino ki buit ban pynkhuid ia ka jingbit snam na ka sopti ba lieh?,khasi,Do you know any trick to remove blood stains from a white shirt?
U leit ban sah bad ka Skura.,khasi,He went to live with Skura.
U Tom u la lyngngoh kumno ka Mary ka nang bha ban jngi.,khasi,Tom was surprised how well Mary could swim.
Ngam lah tang ban ïeng ruh.,khasi,I could hardly stand.
Ngi donkam thew ia kane.,khasi,We need to get this weighed.
Ngi donkam ban thew jngkhia ia kane.,khasi,We need to get this weighed.
U dei u ba jemnud.,khasi,He wouldn't hurt a fly.
U Tom u kwah ban wan?,khasi,Does Tom want to come?
U kwah ban wan u Tom?,khasi,Does Tom want to come?
Nga buh ia u shabi haei re haei hangne ka kamra.,khasi,I may have put the key somewhere in this room.
Ka lah iathuh ianga ba kan leh.,khasi,She has told me she'll do that.
Nga ithuh tang ia u Tom na Boston.,khasi,Tom is the only guy I know from Boston.
Na Boston nga ithuh tang ia u Tom.,khasi,Tom is the only guy I know from Boston.
Hooid nga ieid ia phi.,khasi,Of course I love you!
Ka Mary ka iathuh ia u Tom ba ka mut ba u John u dang ïohthiah.,khasi,Mary told Tom that she thought John was asleep.
Ki len ba ki ïam.,khasi,They denied they cried.
Phim sngewtynnad re ba nga leh kumto dei?,khasi,"You don't like it when I do that, do you?"
Phi ïoh aiu shisha?,khasi,What did you get exactly?
Shisha phi ïoh aiu?,khasi,What did you get exactly?
Nga tip ba u Tom bad ka Mary kin hap ban leh hi da lade.,khasi,I know Tom and Mary will have to do that on their own.
U Tom u tip ba u la pynmong ia ka Mary.,khasi,Tom knew he had hurt Mary.
"Nga iathuh ia u Tom ba nga donkam jingïarap na u, te u la ïarap.",khasi,"I told Tom I needed his help, so he helped me."
U Tom u khlem ai jubab.,khasi,Tom didn't provide an answer.
Phi kwah shisha ia u Tom ba un ïap?,khasi,Do you really want Tom to die?
Don phone ha ïong jong ki?,khasi,Is there a phone in their house?
Ki ksew ki kynmaw ia u bad ki kmen ban ïohi ia u.,khasi,The dogs remembered him and were happy to see him.
U ksew jong nga u long uba ngeit sneng.,khasi,My dog is obedient.
U ksew jong nga u ngeit sneng.,khasi,My dog is obedient.
Ki kali ki pynlong ia ki briew ba kin bieij shuh-shuh.,khasi,Cars make people even more stupid.
Haei jaka kylliang jaiñ?,khasi,Where's the fitting room?
Hangno jaka kylliang jaiñ?,khasi,Where's the fitting room?
Phi kwah ianga ba ngan khot kumno iaphi?,khasi,What would you like me to call you?
Phi kwah ngan khot kumno iaphi?,khasi,What would you like me to call you?
Khot kumno iaphi?,khasi,What do you go by?
Phi kwah ban shah khot kumno?,khasi,What do you like to be called?
Lano kan poi ka bus hangne?,khasi,How soon will the next bus be here?
Naei ngan ioh thah na ka bynta ka khohsiew jong nga?,khasi,Where can I get some ice for my knee?
Um don ha ïing mynta.,khasi,He's not at home now.
Im don ha ïing mynta?,khasi,He's not at home now.
Sngewbha nai ia kren shaphang kata.,khasi,Please stop talking about that.
Phi tip jaka bam shane shajan?,khasi,Do you know of any restaurants nearby?
Lah shu donbok.,khasi,How lucky can one guy get?
Lah shu bhabok.,khasi,How lucky can one guy get?
Balei phi khlem shim ia ka phone ha ka por ba nga call iaphi?,khasi,Why didn't you pick up the phone when I called you?
Balei me khlem shim ia ka phone ha ka por ba nga call iame?,khasi,Why didn't you pick up the phone when I called you?
Balei pha khlem shim ia ka phone ha ka por ba nga call iapha?,khasi,Why didn't you pick up the phone when I called you?
Balei phi khlem shim ka phone?,khasi,Why didn't you pick up the phone?
U Tom u beh ia ki skaiñ.,khasi,Tom shooed away the flies.
Long ngan phah ia ka pisa na phone?,khasi,Can I send you the money on my phone?
Long ngan phah shaphi ka pisa na ka phone jong nga?,khasi,Can I send you the money on my phone?
Long phin thoh?,khasi,Could you write that down for me?
Thoh seh.,khasi,Please write that down for me.
Thoh lem seh.,khasi,Please write that down for me.
Kata kadei kaei kaei kaba ngan ym sngewthuh.,khasi,That's something I'll never understand.
Ngan ym sngewthuh ia kata.,khasi,I'll never understand it.
Naei ngan ïoh thah?,khasi,Where can I get some ice?
Sangeh hangne mo.,khasi,Let me off here.
Sangeh hakhmat.,khasi,Let me off here.
Ïalam ianga shane seh.,khasi,"Take me to this address, please."
Ïalam ianga shane ka jaka seh.,khasi,"Take me to this address, please."
Haei jaka ïeng taxi?,khasi,Where is the taxi stand?
Ha kano ka por phi plie?,khasi,When do you open?
Long ban dih kato ka um kor?,khasi,Is the tap water here drinkable?
"Ngam ieid iano iano, iaphi ruh em.",khasi,"I love no one, not even you."
Katno tylli ticket phi kwah?,khasi,How many tickets do you want?
Katno tylli ticket phi donkam?,khasi,How many tickets do you need?
Katno bai rung?,khasi,How much is admission?
Nga bishni ia ki briew kiba lah ban bam katno-katno ruh bad kim sngaid pat.,khasi,I'm jealous of people that can eat as much as they want and not get fat.
Katno miet phin sah?,khasi,How many nights will you be staying?
Nga kwah ban bam aiu re aiu ba bha na bynta jong nga.,khasi,I want to eat something that's good for me.
Sngewbha pyni ticket.,khasi,"Can I see your ticket, please?"
Phi mut ban leit shano?,khasi,Where are you trying to get to?
Phi mut ban leit shaei?,khasi,Where are you trying to get to?
Nga kynmaw thik-thak ia ka tarik.,khasi,I remember the date accurately.
U Tom u iaid lyngkhuid ha kamra jong u.,khasi,"Tom was walking around his apartment, naked."
U Tom un ym mih noh na kane ka longïing.,khasi,Tom would never leave his family.
"Lada u Tom u wan, ngan sa leit.",khasi,"If Tom comes, I will leave."
"Lada u Tom u wan, ngan sa mih noh.",khasi,"If Tom comes, I will leave."
U Tom u mut ba u kham sian ban ia nga.,khasi,Tom thinks that he is cleverer than me.
U Tom u mut ba u kham shalak ban ia nga.,khasi,Tom thinks that he is cleverer than me.
U Tom u la maham ianga shaphang kito.,khasi,Tom warned me against them.
U Tom u la maham ianga shaphang kitai.,khasi,Tom warned me against them.
Kine kidei kiba sah jong u dngiem.,khasi,These are the remains of a bear.
Ngam ju leit shaei shaei khlem ka kamera jong nga.,khasi,I don't go anywhere without my camera.
Shisha? Balei?,khasi,Really? Why?
Ieh!,khasi,Leave it!
Iehnoh!,khasi,Leave it!
O shisha?,khasi,Oh! Really?
O kumta?,khasi,Oh! Really?
Phi pat?,khasi,And you?
Me pat?,khasi,And you?
Pha pat?,khasi,And you?
Kumno baroh!,khasi,"Hi, everybody!"
Khublei baroh!,khasi,"Hi, everybody!"
U nyllong!,khasi,Fuckin' asshole!
Ka nyllong!,khasi,Fuckin' asshole!
Bakla.,khasi,My mistake.
Wan.,khasi,Come over!
Bang!,khasi,Yum yum!
U lah ban ioh pang.,khasi,He must have been ill.
Ngam tip nga kwah ban leh aiu.,khasi,I don't know what I want to do.
Ngam tip kaei kaba nga kwah ban leh.,khasi,I don't know what I want to do.
Ai ianga u shabi.,khasi,Give me the keys.
Ai u shabi ianga.,khasi,Give me the keys.
Ai u shabi ha nga.,khasi,Give me the keys.
Ai ha nga u shabi.,khasi,Give me the keys.
"Nga donkam ban kren ia u Tom, te nga leit mih sha iing jong u.",khasi,"I needed to talk to Tom, so I went over to his house."
"Nga donkam ban ia kren bad u Tom, te nga leit sha iing jong u.",khasi,"I needed to talk to Tom, so I went over to his house."
Haei phi iohi ia kato?,khasi,Where did you see that?
Naei phi iohi ia kato?,khasi,Where did you see that?
Haei phi iohi ia kata?,khasi,Where did you see that?
Naei phi iohi ia kata?,khasi,Where did you see that?
Ka Ziri kam pat da ithuh bha ia ka Rima ha kato ka por.,khasi,Ziri didn't really know Rima too much at the time.
U Tom u ong ba u ithuh ia ka Mary.,khasi,Tom said he knew Mary.
I Tom i ong ba i ithuh ia i Mary.,khasi,Tom said he knew Mary.
"Watla u la dap 38 snem, u dang donkam ia ki kmie ki kpa.",khasi,"Even though he's 38, he's still dependent on his parents."
U kpa jong u Tom hi u pyniap ia u.,khasi,Tom's own father killed him.
Ngam kwah ban pynkhuslai ia ki.,khasi,I don't want to worry them.
Ka khlem bam eiei hi.,khasi,She barely ate anything.
I khlem bam eiei hi.,khasi,She barely ate anything.
Phi khlem iada ianga.,khasi,You didn't protect me.
Nga tharai u Tom u sngaid.,khasi,I think that Tom is fat.
Ngi lah pule ktien french lah katto-katne snem.,khasi,We've studied French for several years.
Kumno phi poi shane sha poh?,khasi,How did you get down here?
Ka shong ha jingthiah katba ka kmie jong ka ka pynthaiñ ia u shnñiuh jong ka.,khasi,She sat on the bed as her mother braided her hair.
I shong ha jingthiah katba i kmie jong i i pynthaiñ ia u shñiuh jong i.,khasi,She sat on the bed as her mother braided her hair.
Don bun ki nonghikai ha nongbah Sylvester.,khasi,There are many teachers in the city of Sylvester.
Nga thikna ba u Tom um pat ju leh kumta.,khasi,I'm quite certain Tom has never done that.
U Sir Jackson u long u nonghikai bym ler.,khasi,Mr. Jackson was a very bad teacher.
U isih shisha iaka.,khasi,He really hates her.
U Sami u thiah ïap ha jingthiah.,khasi,Sami lied dead in his bed.
Ngi dang ai buiñ ia ki khun jong ngi.,khasi,We are breast-feeding our babies.
U Tom bad nga ngi kwan ban ia leit sha Boston.,khasi,Tom and I both want to go to Boston.
Nga mut ba u Tom bad ka Mary kim don hangne.,khasi,I thought Tom and Mary weren't here.
Klet aiu hangne?,khasi,What did you forget here?
Phi klet aiu hangne?,khasi,What did you forget here?
"Ka sngewtynnad ia ki mrad kiba kynsha, kum ki bseiñ.",khasi,"She likes strange animals, like snakes."
Kwah leit biang sha Boston.,khasi,I feel like going to Boston again.
Nga sngew kwah leit biang sha Boston.,khasi,I feel like going to Boston again.
Ïa u Sami la rah wut-wut sha hospital.,khasi,Sami was immediately rushed to the hospital.
Ka Algeria ka don ia ka rud duriaw kaba stang bad ba seisoh.,khasi,Algeria has a narrow fertile coastline.
U Tom u ïap ka jingïap ba sngewjynjar.,khasi,Tom died a miserable death.
Phi lah ap slem?,khasi,Did you wait long?
Ka Mary ka ong ba kam don class eiei mynta ka sngi.,khasi,Mary said she didn't have any classes today.
Nga kwah ban don ha Australia mynta.,khasi,I wish that I were in Australia right now.
Nga khlem tip ba u Tom u lah da dep ïathoh.,khasi,I didn't know Tom had been married before.
U Tom bad ka Mary ki law ia ki jaiñ.,khasi,Tom and Mary took off their clothes.
U Tom u khlem iathuh iano iano ba u kwah ban leh ia kato.,khasi,Tom didn't tell anybody that he wanted to do that.
U Tom u khlem iathuh iano iano ba u kwah ban leh ia kato.,khasi,Tom didn't tell anyone that he wanted to do that.
U Tom u khlem iathuh iano iano ba u kwah ban leh ia kato.,khasi,Tom didn't tell anyone he wanted to do that.
U Tom u khlem iathuh iano iano ba u kwah ban leh ia kata.,khasi,Tom didn't tell anybody that he wanted to do that.
U Tom u khlem iathuh iano iano ba u kwah ban leh ia kata.,khasi,Tom didn't tell anyone that he wanted to do that.
U Tom u khlem iathuh iano iano ba u kwah ban leh ia kata.,khasi,Tom didn't tell anyone he wanted to do that.
Nga kwah ban don ha Australia mynta.,khasi,I wish I were in Australia right now.
Duwai na ka bynta jong ngi.,khasi,Pray for us.
I mei lane i pa jong phi ki nang ban kren ktien french?,khasi,Can either of your parents speak French?
U pulit u la ioh ken ia u briew uba mareh.,khasi,The policeman captured the man who was running.
Balei ki donkam ban leh kumta?,khasi,Why would they need to do that?
Balei ki donkam ban leh ia kata?,khasi,Why would they need to do that?
Dang donkam shuh ban wad shaphang kane.,khasi,More research is needed.
Nga dei nongñiadrongïing.,khasi,I'm a house painter.
Nga tip ba u Tom un leh kumta lada u lah.,khasi,I know that Tom would do that if he could.
Nga tip ba u Tom un leh ia kata lada u lah.,khasi,I know that Tom would do that if he could.
U Tom u mut ba nga lah ban ym donkam ban leh ia kata mynta ka sngi.,khasi,Tom said that he thought I might not need to do that today.
U Tom u mut ba nga lah ban ym donkam ban leh kumta mynta ka sngi.,khasi,Tom said that he thought I might not need to do that today.
"Ki ksew ki don kynrad, ki miaw ki don shakri.",khasi,"Dogs have masters, cats have servants."
Ka Ziri bad Rima ki lah wan.,khasi,Ziri and Rima are on their way.
Ka Ziri bad Rima ki lah don ha lynti.,khasi,Ziri and Rima are on their way.
Sa ai khublei ia u Tom.,khasi,Please give Tom my best.
Nga tharai u Tom u lah ban ïarap.,khasi,I think that Tom could help.
Ngi sah hajan ka duriaw.,khasi,We live by the sea.
Jied hi ka kot.,khasi,Pick a book for yourself!
Kumno phi tip u Tom u hap ban leh ia kaei?,khasi,How did you know what Tom needed to do?
Kumno me tip u Tom u hap ban leh ia kaei?,khasi,How did you know what Tom needed to do?
Kumno pha tip u Tom u hap ban leh ia kaei?,khasi,How did you know what Tom needed to do?
Kumno phi tip u Tom u donkam ban leh aiu?,khasi,How did you know what Tom needed to do?
Kumno me tip u Tom u donkam ban leh aiu?,khasi,How did you know what Tom needed to do?
Kumno pha tip u Tom u donkam ban leh aiu?,khasi,How did you know what Tom needed to do?
U Tom u pynrit ia ka sur ban pasiaw.,khasi,Tom lowered his voice to a whisper.
I Tom i pynrit ia ka sur ban pasiaw.,khasi,Tom lowered his voice to a whisper.
Long ngan pyndonkam ïa ka paiñkhana jong phi?,khasi,Can I please use your restroom?
Kumno lada u Tom u dang im?,khasi,What if Tom is still alive?
Nga kyrmen ban iakynduh ia phi bad ka longïing jong phi.,khasi,I'm looking forward to seeing you and your family.
Ka la jia ba u la hap.,khasi,He happened to fall.
Ngam don eiei ban ïathuh ïa phi.,khasi,I have nothing to tell you about it.
Ngam don eiei ban ïathuh ïa me.,khasi,I have nothing to tell you about it.
Ngam don eiei ban ïathuh ïa pha.,khasi,I have nothing to tell you about it.
Phi lah ban lah na phone.,khasi,You could do that by phone.
Me lah ban leh na phone.,khasi,You could do that by phone.
Pha lah ban leh na phone.,khasi,You could do that by phone.
Nga kwah ba baroh kin tip jia aiu.,khasi,I want everyone to know what happened.
Ngan ïalam kai ïa u ksew.,khasi,I'll take my dog out for a walk.
Ngan ïalam kai ïa ka ksew.,khasi,I'll take my dog out for a walk.
U pyrjong u la her shabar na jingkhangïit.,khasi,The mosquito flew out of the window.
Uwei u khynnah u kdew ia u Ziri bad u lynñiar,khasi,A kid pointed at Ziri and screamed.
Kawei ka khynnah ka ksew sha u Ziri bad ka lynñiar.,khasi,A kid pointed at Ziri and screamed.
U Ziri u leit on ia ka Rima sha jingtrei da ka helicopter.,khasi,Ziri dropped Rima off at work in a helicopter.
Ngan leit on iaphi sha skul mynta ka sngi.,khasi,I'll drop you off at school today.
Ngan leit on ia me sha skul mynta ka sngi.,khasi,I'll drop you off at school today.
Ngan leit on ia pha sha skul mynta ka sngi.,khasi,I'll drop you off at school today.
Phin siat ïanga?,khasi,Are you going to shoot me?
Men siat ïanga?,khasi,Are you going to shoot me?
Rah ïa kane sha ïing.,khasi,Please take this home.
Shim ïa kane sha ïing.,khasi,Please take this home.
Ka ktien English ka dei ka ktien jong ka pyrthei.,khasi,English is the language of the world.
U Tom u kwah bam thah.,khasi,Tom wanted to eat some ice cream.
U Tom u kwah ban bam thah.,khasi,Tom wanted to eat some ice cream.
Ym don ba ïa tip shaei u Tom bad ka Mary ki la leit.,khasi,Nobody knows where Tom and Mary have gone.
I Pa i hikai ïanga kumno ban ñiah cycle.,khasi,My father taught me how to ride a bicycle.
"Saule, ai ka drum.",khasi,"Saule, give the drum."
Sngewbha wat ïathuh ïangi kaei ban leh.,khasi,Please don't tell us what to do.
Sngewbha wat ïathuh ïangi kaei ba dei ban leh.,khasi,Please don't tell us what to do.
Sngewbha nai ïathuh ïangi kaei ban leh.,khasi,Please don't tell us what to do.
Sngewbha nai ïathuh ïangi kaei ba dei ban leh.,khasi,Please don't tell us what to do.
U lah mih bad i kmie.,khasi,He left with his mother.
U lah mih bad ka kmie.,khasi,He left with his mother.
U Tom u lah da poi ha Australia.,khasi,Tom has already arrived in Australia.
Balei ïa rkhie?,khasi,Why were you laughing?
Balei rkhie?,khasi,Why were you laughing?
Balei phi ïa rkhie?,khasi,Why were you laughing?
U Tom u la ïathuh ïanga ba u kwah ban thoh kot.,khasi,Tom has told me he wants to write a book.
Ka Mary ka dei ban ïathuh ïa u Tom ka donkam aïu ïa u ban leh.,khasi,Mary should tell Tom what she needs him to do.
Ka Mary ka dei ban ïathuh ïa u Tom ka donkam ban phah leh aïu ïa u.,khasi,Mary should tell Tom what she needs him to do.
U Tom u lah ban leit sha Boston ha kane ka synrai ban sa wan.,khasi,Tom might go to Boston next fall.
Haei ki leh?,khasi,Where do they do that?
Haei ki shait leh?,khasi,Where do they do that?
Haei ki shait leh kata?,khasi,Where do they do that?
Haei ki leh kata?,khasi,Where do they do that?
Ngim da tip thikna shaphang kaei ba jia.,khasi,We don't know much about what happened.
Ngim ju leh kumto shane.,khasi,That's not how we do things here.
Ngim ju leh kumta shane.,khasi,That's not how we do things here.
Long phin pynrit ka jingtem?,khasi,Would you mind turning the music down?
Nga mut nga ithuh ïa u.,khasi,I thought I recognized him.
"Sngewbha, phi lah ne em ban iarap ia ngi shane?",khasi,"Please, can you help us out here?"
Nga kwah ia u Tom ba un lehkai tennis bad nga.,khasi,I wanted Tom to play tennis with me.
Ka Rin ka don ha ka jinglyngngoh man ka por ba ka iakynduh ia nga.,khasi,Rin is always surprised when she sees me.
Naei u nang ban thoh?,khasi,Where did he learn to write?
U nang ban thoh naei?,khasi,Where did he learn to write?
Naei i nang ban thoh?,khasi,Where did he learn to write?
I nang ban thoh naei?,khasi,Where did he learn to write?
"Lada leit iakynduh biang ïa u Yanni, ngan beh na ïing.",khasi,"If you see Yanni again, I'll kick you out of the house."
U Tom u leit sha Australia ban sah bad u kpa jong u.,khasi,Tom is going to Australia to live with his father.
Nga dang mut ban thiah.,khasi,I was just getting ready for bed.
Balei phi mut ban phet?,khasi,Why did you try to run away?
Balei me mut ban phet?,khasi,Why did you try to run away?
Balei pha mut ban phet?,khasi,Why did you try to run away?
Balei phi pyrshang ban phet?,khasi,Why did you try to run away?
Balei me pyrshang ban phet?,khasi,Why did you try to run away?
Balei pha pyrshang ban phet?,khasi,Why did you try to run away?
Ki la kyndit.,khasi,They were shocked.
Ka jingkhangïit ka don hangne.,khasi,The window is here.
Nga thied ia ki juti kiba duna dor tam ha dukan.,khasi,I bought the least expensive pair of shoes in the store.
Nga thied ia ki juti kiba tat dor tam na dukan.,khasi,I bought the least expensive pair of shoes in the store.
U Tom u sah hangne mynta.,khasi,Tom lives here now.
U Tom u sah shane mynta.,khasi,Tom lives here now.
Nga dang pynkhreh ban leit sha Italy.,khasi,I'm getting ready for my trip to Italy.
Ki ïa don beit shato.,khasi,They're always there.
Ki ïa don beit shatai.,khasi,They're always there.
Ki ïa don beit shatei.,khasi,They're always there.
Nga khlem rwai eiei.,khasi,I didn't sing anything.
Ki lah ia wad hi.,khasi,They did their own research.
U lah shu raikhoh.,khasi,He was awfully skinny.
Wat thok ïa ki briew.,khasi,Don't tell lies to people.
"Lada dei ba nga ïathuh ïano-ïano, ngan ïathuh shuwa ha phi.",khasi,"If I were going to tell anybody, I'd tell you first."
U Tom u ïathuh ia u dentist jong u ba u shutbniat man ka ba u dep bam.,khasi,Tom told his dentist that he brushes his teeth after every meal.
U Tom u ïathuh ia ka dentist jong u ba u shutbniat man ka ba u dep bam.,khasi,Tom told his dentist that he brushes his teeth after every meal.
U Tom u ïathuh ia i dentist jong u ba u shutbniat man ka ba u dep bam.,khasi,Tom told his dentist that he brushes his teeth after every meal.
Sngewbha wan biang.,khasi,Please come again soon.
Sa da wan biang.,khasi,Please come again soon.
Sa wan biang seh.,khasi,Please come again soon.
Ngam pat ju trei ha restaurant.,khasi,I've never worked in a restaurant.
Phi song hi kane ka pla?,khasi,Did you pack this bag yourself?
Ngam lah thok ïaphi.,khasi,I could never fool you.
Ngam lah thok ïame.,khasi,I could never fool you.
Ngam lah thok ïapha.,khasi,I could never fool you.
Kam da tieng.,khasi,It isn't that scary.
Kam da i tieng.,khasi,It isn't that scary.
U Tom u mut peit phlim.,khasi,Tom is going to watch a movie.
"Ha kine ki snem ba lah leit, ki aiom ki lah kylla shibun eh.",khasi,"In the past few years, seasons have been subject to dramatic changes."
Ka la ktah shisha ïangi.,khasi,We're really touched.
Ka la mih na ka company hadien 20 snem.,khasi,She left the company after 20 years.
Nga thok ia u Tom.,khasi,I lied for Tom.
Nga la thok ia u Tom.,khasi,I lied for Tom.
I Mei jongnga na Malaysia i ong ba kito ki lai tylli ki kulai ki shu biang.,khasi,My mother from Malaysia thinks that those three horses are so-so.
Kane ka kam kam suk kumba phi ïohi.,khasi,This job isn't as easy as it looks.
Kane ka jingtrei kam suk kumba phi ïohi.,khasi,This job isn't as easy as it looks.
Kane ka kam kam i suk.,khasi,This job isn't as easy as it looks.
"Ka durkhmat jongphi ka i jngum. Phi sngew khlaiñ? Tharai kan bha iaphi lada phi leit sha hospital, ym de?",khasi,"Your face looks pale. Are you OK? Maybe it would be better if you went to the hospital, don't you think?"
Kumno phi pynrkhie ïaki?,khasi,How did you make them laugh?
Ka Mary ka ong ba kam nang ban kren ktien French.,khasi,Mary said she doesn't know how to speak French.
"Em, kam dei.",khasi,"No, it isn't."
U Yanni u teh ia ka blang jong u ban khem dud.,khasi,Yanni tied his goat to milk it.
Ki i kham heh rta.,khasi,They look older than they really are.
Nga ïohi ba ïaka la rah ha ka stretcher.,khasi,He saw her being carried out on a stretcher.
Ngi baroh ngi shem ba ka jinglong jongka ka long kaba ishrai.,khasi,We all find her behaviour abhorrent.
Nga kwah biang sa shi pela ka coffee.,khasi,I want another cup of coffee.
Nga shait don ha Boston kumba lai sien shi snem.,khasi,I used to go to Boston about three times a year.
Nga shait don ha Boston kumba lai sien ha ka shi snem.,khasi,I used to go to Boston about three times a year.
Phi donkam leh aiu ïa ka snat haba phi lyndum?,khasi,Why do you need a comb if you're bald?
Phi donkam leh aiu ïa ka snat haba phi syllen?,khasi,Why do you need a comb if you're bald?
Balei phi donkam ïa ka snat haba phi syllen?,khasi,Why do you need a comb if you're bald?
Balei phi donkam ïa ka snat haba phi lyndum?,khasi,Why do you need a comb if you're bald?
U Tom u leh hi ïa ka kam.,khasi,Tom did the work himself.
I Tom i leh hi ïa ka kam.,khasi,Tom did the work himself.
Ngan sa peit lada nga lah ban leh.,khasi,I'll see if I can do that.
Nga la ïoh pisa kylliang na u Tom.,khasi,I got Tom to lend me some money.
Nga la ïoh pisa kylliang na i Tom.,khasi,I got Tom to lend me some money.
Ngi dang plie.,khasi,We're still open.
Ngi dang ïa plie.,khasi,We're still open.
U Tom u jah ha kane ka snginyngkong ba la leit.,khasi,Tom went missing last Monday.
Ngam pat ju don samla.,khasi,I've never had a boyfriend.
Nga tharai u Tom u lah pynmong ïa ka Mary.,khasi,I think Tom hurt Mary.
Ngam tharai u Tom u bna bha shaphang ki paramarjan jong u.,khasi,I don't think Tom knows much about his neighbors.
Ngam tharai u Tom u tip bha shaphang ki paramarjan jong u.,khasi,I don't think Tom knows much about his neighbors.
Ngi la leh katba ngi lah ban ïarap ïaki.,khasi,We did our best to help them.
Katno kynta ha ka shi sngi phi khreh kot?,khasi,About how many hours a day do you study?
Kumba katno kynta ha ka shu sngi phi khreh kot?,khasi,About how many hours a day do you study?
Ngam ai lad ïano ïano ban ïarap ïa u Tom.,khasi,I won't let anyone help Tom.
U ksew jong u u la ïap.,khasi,His dog died.
Ka long khlemakor ban kyllia ia ka kynthei katno snem ka don?,khasi,Is it rude to ask a woman how old she is?
U Tom un pynkmen ïaphi.,khasi,Tom will make you happy.
Baroh shi ïing ki ia mih leit kai.,khasi,The whole family is out for a walk.
Phim tip ïa u Tom.,khasi,You don't know Tom.
Phim ithuh ïa u Tom.,khasi,You don't know Tom.
Ngi hap ban leit phai.,khasi,We need to go back.
Ngi donkam ban leit phai.,khasi,We need to go back.
U Tom u ong ba u kyrmen ba ma u bad ka Mary kin ia bam lang.,khasi,Tom said he was hoping he and Mary could eat together.
Kaei kaba u Tom u iathuh iangi shaphang kumno ba ka jingjia ka la jia kam dei kaba shisha.,khasi,What Tom told us about how the accident happened wasn't true.
U la khot ia katba don ki doktor kiba u ithuh.,khasi,He has called every doctor he knows.
Ka jingkhang kaba khia ka la plie kdar.,khasi,The heavy door swung open.
U iathuh u Tom ïaphi shaei u don mynnin ka miet?,khasi,Did Tom tell you where he was last night?
"Dei ka pisa jongphi, dei?",khasi,"It's your money, isn't it?"
"Dei ka pisa jongphi, em?",khasi,"It's your money, isn't it?"
"Ka dei ka pisa jongphi, dei?",khasi,"It's your money, isn't it?"
"Ka dei ka pisa jongphi, em?",khasi,"It's your money, isn't it?"
U Ziri u la kylla kynsan sha u suri.,khasi,Ziri instantly turned into a wolf.
U Tom u la shah pynbor ban leh kumta.,khasi,Tom is being forced to do that.
U Tom u la shah pynbor ban leh kumto.,khasi,Tom is being forced to do that.
Ngam tharai u Tom un ai lad ïaphi ban jop.,khasi,I don't think Tom would let you win.
U Sami um lah ngeit ia kata.,khasi,Sami found that very hard to believe.
U i kumba u lah dom.,khasi,He seems offended.
I i kumba i lah dom.,khasi,He seems offended.
Nga khlem shim bynta ha kato.,khasi,I didn't take part in that.
Phi i kumba phi ap iano iano.,khasi,You seem to be waiting for someone.
Me i kumba me ap iano iano.,khasi,You seem to be waiting for someone.
Pha i kumba pha ap iano iano.,khasi,You seem to be waiting for someone.
Phi dei ban wanphai shwa ka shiteng sngi.,khasi,You are supposed to be back by noon.
Phim tip ia kaei kaba phi kren.,khasi,You have no idea what you're talking about.
Mem tip ia kaei kaba me kren.,khasi,You have no idea what you're talking about.
Pham tip ia kaei kaba pha kren.,khasi,You have no idea what you're talking about.
Ngam sait ia ka kali jong phi.,khasi,I won't wash your car.
Ngan ym sait ia ka kali jong phi.,khasi,I won't wash your car.
Ka iathuh ianga ba kam don kam.,khasi,She told me that she was unemployed.
I iathuh ianga ba im don kam.,khasi,She told me that she was unemployed.
Nga sngew samthiah shibun.,khasi,I'm so sleepy.
Nga sngew samthiah bha.,khasi,I'm so sleepy.
Nga sngew shoh samthiah bha.,khasi,I'm so sleepy.
Nga sngew shoh samthiah shibun.,khasi,I'm so sleepy.
Nga tip ba phi bunkam.,khasi,I know how busy you are.
Nga tip ba me bun kam.,khasi,I know how busy you are.
Nga tip ba pha bunkam.,khasi,I know how busy you are.
Nga tip katno phi bunkam.,khasi,I know how busy you are.
Nga tip katno me bunkam.,khasi,I know how busy you are.
Nga tip katno pha bunkam.,khasi,I know how busy you are.
Ka sngi balang ka dei hadien ka sngi ba-ar.,khasi,Wednesday is after Tuesday.
Ka sngi ba-lai ka dei hadien ka sngi ba-ar.,khasi,Wednesday is after Tuesday.
U Tom u long uba tiengeit.,khasi,Tom is yellow.
U Tom u long uba tiengpyut.,khasi,Tom is yellow.
U Tom u ong ba phi hap ban long kham phikir.,khasi,Tom said you have to be more careful.
U Tom u ong ba phi hap ban long kham husiar.,khasi,Tom said you have to be more careful.
Phim kwah ban tip?,khasi,Don't you want to know?
Mem kwah ban tip?,khasi,Don't you want to know?
Pham kwah ban tip?,khasi,Don't you want to know?
Kane ka dei ka sien kaba nyngkong ba u Tom u la thlia shaphang ka jingbam.,khasi,This is the first time that Tom has ever complained about the food.
